key,number_of_units,electricity_output_capacity,heat_output_capacity,full_load_hours,initial_investment_per_plant,fixed_operation_and_maintenance_costs_per_year,variable_operation_and_maintenance_costs_per_full_load_hour,wacc,technical_lifetime,total_investment_over_lifetime_per_converter
energy_chp_supercritical_waste_mix,2.6426777327883997,60.0,33.333333,0.0,162000000.0,4800000.0,0.0,0.03,30.0,428113792.7117208
energy_chp_ultra_supercritical_coal,0.0,695.652173913043,260.869565217391,0.0,1182608696.0,32278261.0,1530.43,0.03,40.0,0.0
energy_chp_ultra_supercritical_cofiring_coal,0.0,643.478260869565,260.869565217391,0.0,1319130435.0,30886957.0,1544.35,0.03,40.0,0.0
energy_chp_ultra_supercritical_lignite,0.0,700.0,300.0,0.0,1085000000.0,32480000.0,1540.0,0.03,30.0,0.0
energy_distribution_imported_heat,,,,,,,,,,
energy_export_electricity,0.0,,,,,,,,,
energy_flexibility_hv_opac_electricity,0.0,1400.0,0.0,0.0,1785000000.0,19800000.0,0.0,0.03,50.0,0.0
energy_flexibility_mv_batteries_electricity,0.0,100.0,0.0,0.0,38780504.17160623,560000.0,0.0,0.03,10.0,0.0
energy_flexibility_pumped_storage_electricity,0.0,450.0,0.0,0.0,500000000.0,15000.0,5000.0,0.03,75.0,0.0
energy_heat_backup_burner_network_gas,557.6808818624158,0.0,5.0,769.0112586227624,300000.0,10000.0,5.0,0.03,15.0,167304264.55872476
energy_heat_burner_coal,0.0,0.0,100.0,0.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
energy_heat_burner_crude_oil,0.0,0.0,100.0,0.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
energy_heat_burner_hydrogen,34.638734580185144,,5.0,3089.817994959957,300000.0,10000.0,5.0,0.03,25.0,10391620.374055544
energy_heat_burner_network_gas,131.04596939609758,,5.0,4275.161353767479,300000.0,10000.0,5.0,0.03,25.0,39313790.81882928
energy_heat_burner_waste_mix,0.6802720081693484,0.0,36.6,8139.809529913705,68808000.0,2976348.6,201.3,0.03,25.0,46808156.33811653
energy_heat_burner_wood_pellets,8.882862284554006,0.0,16.67,5867.087167975821,8184970.0,433420.0,0.0,0.03,15.0,72705961.313206
energy_heat_flexibility_p2h_boiler_electricity,0.0,0.0,50.0,0.0,3000000.0,50000.0,25.0,0.03,15.0,0.0
energy_heat_flexibility_p2h_heatpump_electricity,0.0,0.0,1.0,0.0,500000.0,5000.0,0.0,0.03,15.0,0.0
energy_heat_heatpump_water_water_electricity,406.2298002468119,0.0,1.0,7425.229006879267,255000.0,5000.0,0.0,0.03,15.0,103588599.06293704
energy_heat_import_steam_hot_water,0.0,,10.0,8760.0,0.0,,0.0,0.03,40.0,
energy_heat_industry_chemicals_fertilizers_residual_heat,0.0,,25.0,8760.0,6625000.0,132500.0,0.0,0.03,15.0,0.0
energy_heat_industry_chemicals_other_residual_heat,0.0,,25.0,8760.0,6625000.0,132500.0,0.0,0.03,15.0,0.0
energy_heat_industry_chemicals_refineries_residual_heat,0.0,,25.0,8760.0,6625000.0,132500.0,0.0,0.03,15.0,0.0
energy_heat_industry_other_ict_residual_heat,0.0,,25.0,8760.0,22100000.0,442000.0,0.0,0.03,15.0,0.0
energy_heat_solar_thermal,10.873288298636343,,23.3,684.0,9333333.3,685151.5,0.0,0.03,25.0,101484023.75816292
energy_heat_well_geothermal,3.073243880515436,0.0,14.0,6000.0,3102143.465139684,862540.0,16.226,0.03,30.0,9533643.42072148
energy_hydrogen_biomass_gasification,0.0,,,7884.0,144005991.803279,8758652.09471767,1110.94014392664,0.03,40.0,0.0
energy_hydrogen_biomass_gasification_ccs,0.0,,,7884.0,144005991.803279,12140210.3825137,1110.94014392664,0.03,40.0,0.0
energy_hydrogen_electrolysis_solar_electricity,0.0,,,1867.4554059999998,4500000.0,126000.0,0.0,0.03,25.0,0.0
energy_hydrogen_electrolysis_wind_electricity,0.0,,,4000.0,4500000.0,126000.0,0.0,0.03,25.0,0.0
energy_hydrogen_flexibility_p2g_electricity,65.52093552367934,,,4594.0686388832755,4500000.0,126000.0,0.0,0.03,25.0,294844209.856557
energy_hydrogen_solar_pv_solar_radiation,0.0,27.058823529411768,0.0,1000.0,5559999.9999999935,318000.0,0.0,0.03,25.0,0.0
energy_hydrogen_steam_methane_reformer,0.0,,,7500.0,105435801.31208998,105435.80131208996,0.0,0.03,30.0,0.0
energy_hydrogen_steam_methane_reformer_ccs,12.618846841597502,,,7500.0,105435801.31208998,483226.33552015,0.0,0.03,30.0,3600959135.5237
energy_hydrogen_wind_turbine_offshore,0.0,3.0,0.0,4500.0,3000384.418247053,96000.6459093846,0.0,0.03,20.0,0.0
energy_interconnector_1_imported_electricity,1.0,3232.366152501514,,2796.882950248443,,,0.0,,,
energy_interconnector_2_imported_electricity,1.0,0.0,,0.0,,,0.0,,,
energy_interconnector_3_imported_electricity,1.0,0.0,,0.0,,,0.0,,,
energy_interconnector_4_imported_electricity,1.0,0.0,,0.0,,,0.0,,,
energy_interconnector_5_imported_electricity,1.0,0.0,,0.0,,,0.0,,,
energy_interconnector_6_imported_electricity,1.0,0.0,,0.0,,,0.0,,,
energy_power_combined_cycle_ccs_coal,0.0,658.0,0.0,0.0,1268685884.9,21373442.6229508,801.247999672602,0.03,30.0,0.0
energy_power_combined_cycle_ccs_network_gas,1.8391841550506485,665.0,0.0,0.0,505635388.7719546,13063555.5555556,514.7221333182799,0.03,30.0,1058219576.4304683
energy_power_combined_cycle_coal,0.0,800.0,0.0,0.0,1542475240.0,16000000.0,801.247999672602,0.03,30.0,0.0
energy_power_combined_cycle_hydrogen,0.0,800.0,0.0,0.0,600340453.9385848,9066666.66666667,1287.0,0.03,30.0,0.0
energy_power_combined_cycle_network_gas,12.558179308705206,800.0,0.0,286.10061898717703,600340453.9385848,9066666.66666667,1287.0,0.03,30.0,7539183066.830228
energy_power_engine_diesel,0.0,2.0,0.0,0.0,400000.0,0.0,15.7,0.03,30.0,0.0
energy_power_engine_network_gas,0.0,400.0,0.0,0.0,260347129.506008,2400000.0,800.0,0.03,25.0,0.0
energy_power_geothermal,0.0,12.0,0.0,8000.0,18001015.143542588,1464000.0,0.0,0.03,30.0,0.0
energy_power_hv_network_electricity,10.633980134511024,800.0,0.0,8760.0,0.0,47926596.97,0.0,0.03,40.0,0.0
energy_power_hydro_mountain,0.0,500.0,0.0,0.0,618099845.753424,5415845.84383562,1246.04483013699,0.03,50.0,0.0
energy_power_hydro_river,0.0,10.0,0.0,2515.0,34560000.0,710000.0,0.0,0.03,45.0,0.0
energy_power_lv_network_electricity,2162.6771987224947,0.64,0.0,8760.0,0.0,1999.279402,0.0,0.03,40.0,0.0
energy_power_mv_distribution_network_electricity,2383.613276723041,2.1,0.0,8760.0,0.0,7789.192548999999,0.0,0.03,40.0,0.0
energy_power_mv_transport_network_electricity,296.18863201883937,16.9,0.0,8760.0,0.0,86884.46792000001,0.0,0.03,40.0,0.0
energy_power_nuclear_gen2_uranium_oxide,0.0,1650.0,0.0,0.0,4000000000.0,42048000.0,6400.0,0.03,50.0,0.0
energy_power_nuclear_gen3_uranium_oxide,0.0,1650.0,0.0,0.0,6187500000.0,80901594.7712419,6288.0,0.03,60.0,0.0
energy_power_solar_csp_solar_radiation,0.0,50.0,0.0,867.0,175000000.0,400000.0,50.0,0.03,30.0,0.0
energy_power_solar_pv_solar_radiation,61.79420188695651,27.058823529411768,0.0,1000.0,5559999.9999999935,318000.0,0.0,0.03,25.0,343575762.49147767
energy_power_supercritical_coal,0.0,800.0,0.0,0.0,790000000.0,19414400.0,1580.0,0.03,45.0,0.0
energy_power_supercritical_waste_mix,0.0,55.56,0.0,4100.0,250020000.0,0.0,65.0,0.03,20.0,0.0
energy_power_transformer_lv_mv_electricity,3844.759464395546,0.36,0.0,8760.0,0.0,1999.279402,0.0,0.03,40.0,0.0
energy_power_transformer_mv_hv_electricity,113.76336093450877,44.0,0.0,8760.0,0.0,321203.8165,0.0,0.03,40.0,0.0
energy_power_turbine_hydrogen,0.0,150.0,0.0,0.0,80495556.15821095,927202.5,416.46845625,0.03,50.0,0.0
energy_power_turbine_network_gas,0.0,150.0,0.0,0.0,80495556.15821095,927202.5,416.46845625,0.03,50.0,0.0
energy_power_ultra_supercritical_ccs_coal,0.0,637.0,0.0,0.0,955312323.875,15872786.8852459,1382.49955528184,0.03,40.0,0.0
energy_power_ultra_supercritical_coal,0.0,800.0,0.0,0.0,1120000000.0,16000000.0,1382.49955528184,0.03,40.0,0.0
energy_power_ultra_supercritical_cofiring_coal,0.0,730.434782608696,0.0,0.0,1278260870.0,16000000.0,1382.49955528184,0.03,40.0,0.0
energy_power_ultra_supercritical_crude_oil,0.0,800.0,0.0,0.0,392000000.0,15059622.3692314,0.0,0.03,30.0,0.0
energy_power_ultra_supercritical_lignite,0.0,800.0,0.0,0.0,1027000000.0,19607800.0,2370.0,0.03,30.0,0.0
energy_power_ultra_supercritical_network_gas,0.0,800.0,0.0,0.0,317222963.9519359,1365600.0,1584.0,0.03,30.0,0.0
energy_power_ultra_supercritical_oxyfuel_ccs_lignite,0.0,660.0,0.0,0.0,1200000000.0,21906185.0913642,2406.4,0.03,30.0,0.0
energy_power_wind_turbine_coastal,0.0,3.0,0.0,3000.0,2134514.2613227908,53328.57740394387,0.0,0.03,25.0,0.0
energy_power_wind_turbine_inland,348.99511066666673,3.0,0.0,3000.0,2134514.2613227908,53328.57740394387,0.0,0.03,25.0,744935040.8499256
energy_power_wind_turbine_offshore,4471.115229999999,3.0,0.0,4500.0,3000384.418247053,96000.6459093846,0.0,0.03,20.0,13415064468.27909
energy_transport_hydrogen_compressed_trucks,26.733963459008304,0.0,,8760.0,882585.2046923632,788022.5041896099,0.0,0.03,15.0,23595000.611707002
energy_transport_hydrogen_pipelines,3.5287940656278423,0.0,,8760.0,65603754.84335708,16502807.895378646,0.0,0.03,30.0,231502140.77414227
households_cooling_airconditioning_electricity,5852562.084944379,0.0,0.0025,560.0,1800.0,25.0,0.0,0.03,15.0,10534611752.89988
households_cooling_heatpump_air_water_electricity,652785.7710130268,0.0,0.01,560.0,4639.980000000001,100.0,0.0,0.03,15.0,3028912921.785025
households_cooling_heatpump_ground_water_electricity,135059.12503717796,0.0,0.01,560.0,7091.04,100.0,0.0,0.03,15.0,957709658.0036305
households_final_demand_electricity,,,,,,,,,,
households_final_demand_hydrogen,0.0,,,,,,,,,
households_flexibility_p2p_electricity,0.0,0.0044,0.0,0.0,7560.930888575458,0.0,0.0,0.03,10.0,0.0
households_solar_pv_solar_radiation,8178184.301022078,0.00036800000000000016,0.0,1000.0,69.36530884041322,4.62,0.0,0.03,25.0,1681739810.8630962
households_space_heater_coal,0.0,0.0,0.0099,0.0,1980.0,59.4,0.0,0.03,15.0,0.0
households_space_heater_combined_network_gas,0.0,0.0,0.022000000000000002,0.0,2134.39,98.0,0.0,0.03,15.0,0.0
households_space_heater_crude_oil,0.0,0.0,0.0105,0.0,2100.0,63.0,0.0,0.03,15.0,0.0
households_space_heater_district_heating_steam_hot_water,432438.17445628357,0.0,0.01,670.2078494459338,0.0,0.0,0.0,0.03,30.0,0.0
households_space_heater_electricity,0.0,0.0,0.006,0.0,300.0,0.0,0.0,0.03,15.0,0.0
households_space_heater_heatpump_air_water_electricity,534301.3888837638,0.0,0.01,670.2078494459332,4639.980000000001,100.0,0.0,0.03,15.0,2479147758.392886
households_space_heater_heatpump_ground_water_electricity,0.0,0.0,0.01,0.0,7091.04,100.0,0.0,0.03,15.0,0.0
households_space_heater_hybrid_heatpump_air_water_electricity,557364.7581880989,0.0,0.004900000000000001,1367.7711213182288,1947.69,200.0,0.0,0.03,15.0,1085573765.8753784
households_space_heater_hybrid_hydrogen_heatpump_air_water_electricity,397843.1204997809,0.0,0.0049,1367.7711213182288,2805.0,200.0,0.0,0.03,15.0,1513793073.5016663
households_space_heater_network_gas,0.0,0.0,0.022000000000000002,0.0,1300.0,85.0,0.0,0.03,15.0,0.0
households_space_heater_wood_pellets,0.0,0.0,0.0101,0.0,3030.0,161.6,0.0,0.03,15.0,0.0
households_space_heating_savings_from_insulation,,,,0.0,12243452919.571571,,,,40.0,
households_water_heater_combined_network_gas,0.0,0.0,0.022000000000000002,0.0,0.0,0.0,0.0,0.03,15.0,0.0
households_water_heater_heatpump_air_water_electricity,534301.3888837638,0.0,0.01,137.02409488773,0.0,0.0,0.0,0.03,15.0,136246854.16535977
households_water_heater_heatpump_ground_water_electricity,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.03,15.0,0.0
households_water_heater_hybrid_heatpump_air_water_electricity,557364.7581880989,0.0,0.0049,279.64100997495945,0.0,0.0,0.0,0.03,15.0,0.0
households_water_heater_hybrid_hydrogen_heatpump_air_water_electricity,397843.1204997809,0.0,0.0049,279.6410099749602,0.0,0.0,0.0,0.03,15.0,0.0
households_water_heater_network_gas,0.0,0.0,0.024,0.0,484.0,30.0,0.0,0.03,15.0,0.0
households_water_heater_resistive_electricity,0.0,0.0,0.0015,0.0,135.0,3.0,0.0,0.03,15.0,0.0
households_water_heater_solar_thermal,0.0,0.0,0.0014,791.666666666667,1155.0,14.7,0.0,0.03,20.0,0.0
industry_aluminium_burner_network_gas,0.07647358019406354,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,458841.4811643813
industry_chemicals_fertilizers_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_fertilizers_burner_crude_oil,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_fertilizers_burner_hydrogen,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_fertilizers_burner_network_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_fertilizers_burner_wood_pellets,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_other_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_other_burner_crude_oil,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_other_burner_hydrogen,37.347538308491906,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,224085229.85095152
industry_chemicals_other_burner_network_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_other_burner_wood_pellets,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_other_flexibility_p2h_hydrogen_electricity,3.276046776183967,0.0,50.0,4888.576179371021,3050847.457627118,50000.0,25.0,0.03,15.0,9994718.978188373
industry_chemicals_other_flexibility_p2h_network_gas_electricity,0.0,0.0,50.0,0.0,3050847.457627118,50000.0,25.0,0.03,15.0,0.0
industry_chemicals_other_heater_electricity,35.53985446018508,,50.0,2190.0,3000000.0,50000.0,25.0,0.03,15.0,106619563.38055524
industry_chemicals_other_heatpump_water_water_electricity,0.0,0.0,5.0,7000.0,1250000.0,27500.0,0.0,0.03,15.0,0.0
industry_chemicals_other_steam_recompression_electricity,0.0,0.0,43.1,8000.0,5698000.0,228800.0,0.0,0.03,15.0,0.0
industry_chemicals_refineries_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_refineries_burner_crude_oil,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_refineries_burner_hydrogen,111.50285830196732,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,669017149.8118037
industry_chemicals_refineries_burner_network_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_refineries_burner_wood_pellets,28.790711092652998,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,577733602.5925711
industry_chemicals_refineries_flexibility_p2h_hydrogen_electricity,3.276046776183967,0.0,50.0,4888.576179371021,3050847.457627118,50000.0,25.0,0.03,15.0,9994718.978188373
industry_chemicals_refineries_flexibility_p2h_network_gas_electricity,0.0,0.0,50.0,0.0,3050847.457627118,50000.0,25.0,0.03,15.0,0.0
industry_chp_combined_cycle_gas_power_fuelmix,0.0,120.0,117.2093,0.0,126168224.29906544,1356000.0,194.4,0.03,30.0,0.0
industry_chp_engine_gas_power_fuelmix,0.0,1.0,1.14286,0.0,600801.0680907877,0.0,8.0,0.03,20.0,0.0
industry_chp_turbine_gas_power_fuelmix,0.0,45.0,49.73684,0.0,38301068.09078772,315000.0,157.5,0.03,25.0,0.0
industry_chp_ultra_supercritical_coal,0.0,600.0,225.0,0.0,840000000.0,25600000.0,2844.44,0.03,40.0,0.0
industry_chp_wood_pellets,0.0,176.5,528.235,0.0,421193181.81818193,809339.3782383419,30.17875647668393,0.03,25.0,0.0
industry_final_demand_electricity,,,,,,,,,,
industry_heat_backup_burner_network_gas,8.433055661271709,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,50598333.96763025
industry_heat_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_heat_burner_crude_oil,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_heat_burner_lignite,0.0,0.0,5.0,2190.0,300000.0,5000.0,0.0,0.03,15.0,0.0
industry_heat_well_geothermal,1.192070989108737,,30.0,7000.0,8736748.43302641,1958100.0,139.07999999999998,0.03,30.0,10414824.346152002
industry_other_food_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_other_food_burner_crude_oil,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_other_food_burner_hydrogen,6.512740164378656,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,39076440.98627194
industry_other_food_burner_network_gas,0.4651957260270469,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,2791174.356162281
industry_other_food_burner_wood_pellets,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_other_food_flexibility_p2h_hydrogen_electricity,1.0192145525905678,0.0,50.0,4888.576179371021,3050847.457627118,50000.0,25.0,0.03,15.0,3109468.126547495
industry_other_food_flexibility_p2h_network_gas_electricity,0.07280103947075482,0.0,50.0,4888.576179371021,3050847.457627118,50000.0,25.0,0.03,15.0,222104.86618196388
industry_other_food_heater_electricity,5.465287497747071,,50.0,2190.0,3000000.0,50000.0,25.0,0.03,15.0,16395862.493241213
industry_other_metals_burner_network_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_other_paper_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_other_paper_burner_crude_oil,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_other_paper_burner_hydrogen,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_other_paper_burner_network_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_other_paper_burner_wood_pellets,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_other_paper_flexibility_p2h_hydrogen_electricity,0.13805825799086768,0.0,50.0,4879.496220358165,3050847.457627118,50000.0,25.0,0.03,15.0,421194.6853958675
industry_other_paper_flexibility_p2h_network_gas_electricity,0.0,0.0,50.0,0.0,3050847.457627118,50000.0,25.0,0.03,15.0,0.0
industry_other_paper_heater_electricity,0.061720615877923775,,50.0,2190.0,3000000.0,50000.0,25.0,0.03,15.0,185161.84763377134
industry_steel_blastfurnace_burner_coal_gas,0.09964322784535047,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,597859.3670721028
industry_steel_electricfurnace_burner_network_gas,0.00674702613997858,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,40482.15683987148
other_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
other_burner_crude_oil,0.0,0.0,5.0,2190.0,300000.0,5000.0,0.0,0.03,15.0,0.0
other_burner_network_gas,0.0,0.0,5.0,2190.0,300000.0,5000.0,0.0,0.03,15.0,0.0
other_burner_wood_pellets,0.0,0.0,5.0,2190.0,1003333.33333333,5000.0,0.0,0.03,15.0,0.0
other_final_demand_electricity,,,,,,,,,,
transport_car_using_electricity,1054890.965,,,0.0,0.0,0.0,0.0,0.03,13.0,0.0
transport_car_using_hydrogen,471724.035,,,0.0,0.0,0.0,0.0,0.03,13.0,0.0
transport_final_demand_electricity,,,,,,,,,,
